model,session_key,run_id,broad_no,minute_rank,family_consensus_score,reason_set,flagged_by_model
03,44_18425875,44,18425875,7,0.9443610276943613,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
03,170_19136674,170,19136674,9,0.9346012679346012,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
03,33_18360739,33,18360739,10,0.9344344344344344,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
03,40_18407163,40,18407163,11,0.9275108441775108,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,101_18815637,101,18815637,13,0.9252585919252584,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
03,116_18871419,116,18871419,14,0.9250083416750084,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
03,158_19084599,158,19084599,15,0.9230063396730064,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,136_18981954,136,18981954,17,0.9132465799132464,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,167_19122020,167,19122020,19,0.9038204871538206,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
03,150_19046555,150,19046555,21,0.9022355689022352,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
03,38_18394862,38,18394862,23,0.8993159826493159,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,102_18815637,102,18815637,28,0.8894728061394729,high_interval_anomaly;high_rolling_chat_deficit;high_rolling_zero_rate,False
03,163_19099748,163,19099748,35,0.8828828828828829,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
03,117_18883779,117,18883779,37,0.8787120453787121,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,116_18876545,116,18876545,39,0.8747914581247914,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
03,109_18848742,109,18848742,40,0.8731231231231232,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
03,161_19098168,161,19098168,43,0.8656990323656989,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,115_18872391,115,18872391,46,0.8642809476142809,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
03,167_19115161,167,19115161,49,0.8597764431097764,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
03,136_18984345,136,18984345,50,0.8551885218551886,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,154_19066155,154,19066155,52,0.8541875208541875,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
03,171_19132569,171,19132569,56,0.8521021021021021,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
03,162_19099591,162,19099591,61,0.8486820153486819,high_rolling_chat_deficit;high_unique_deficit;long_zero_run,False
03,150_19045958,150,19045958,70,0.8429262595929262,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
03,158_19085292,158,19085292,72,0.841675008341675,high_interval_anomaly;high_rolling_chat_deficit;high_rolling_zero_rate,False
03,161_19098177,161,19098177,75,0.8404237570904237,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,104_18824610,104,18824610,78,0.839673006339673,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
03,83_18703385,83,18703385,79,0.8392559225892559,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,103_18819619,103,18819619,81,0.8378378378378378,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
03,151_19051879,151,19051879,83,0.8373373373373373,high_rolling_chat_deficit;high_unique_deficit;long_zero_run,False
03,115_18872600,115,18872600,84,0.8371705038371706,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
03,158_19083387,158,19083387,85,0.8365031698365032,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
03,110_18852005,110,18852005,86,0.8345011678345012,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,156_19074507,156,19074507,88,0.8305805805805805,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,144_19012002,144,19012002,91,0.8291624958291627,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
03,160_19087560,160,19087560,92,0.828244911578245,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,169_19133951,169,19133951,93,0.8281614948281616,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
03,144_19016801,144,19016801,96,0.8259926593259926,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
03,160_19084894,160,19084894,99,0.824657991324658,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,154_19065461,154,19065461,100,0.8242409075742408,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,150_19046938,150,19046938,1,0.9684684684684683,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07a,160_19085934,160,19085934,2,0.9661327994661328,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07a,118_18883798,118,18883798,4,0.9481147814481148,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07a,165_19114741,165,19114741,5,0.9456956956956958,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07a,33_18360739,33,18360739,10,0.9344344344344344,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07a,40_18407163,40,18407163,11,0.9275108441775108,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,116_18871419,116,18871419,14,0.9250083416750084,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07a,158_19084599,158,19084599,15,0.9230063396730064,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,136_18981954,136,18981954,17,0.9132465799132464,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,167_19122020,167,19122020,19,0.9038204871538206,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07a,161_19099748,161,19099748,20,0.9025692359025692,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07a,145_19026213,145,19026213,22,0.9006506506506508,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07a,38_18394862,38,18394862,23,0.8993159826493159,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,80_18694449,80,18694449,24,0.8945612278945613,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,163_19100676,163,19100676,25,0.8943109776443111,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,165_19116981,165,19116981,27,0.8908908908908909,high_interval_anomaly;high_rolling_zero_rate;long_zero_run,False
07a,111_18851869,111,18851869,29,0.8890557223890557,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,108_18838748,108,18838748,31,0.8863029696363031,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07a,140_18997058,140,18997058,36,0.8797964631297965,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07a,117_18883779,117,18883779,37,0.8787120453787121,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,116_18876545,116,18876545,39,0.8747914581247914,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07a,117_18885330,117,18885330,42,0.8667834501167836,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07a,161_19098168,161,19098168,43,0.8656990323656989,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,115_18872391,115,18872391,46,0.8642809476142809,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07a,119_18888496,119,18888496,47,0.8637804471137804,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07a,167_19115161,167,19115161,49,0.8597764431097764,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07a,136_18984345,136,18984345,50,0.8551885218551886,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,105_18834019,105,18834019,51,0.8546880213546881,high_interval_anomaly;high_rolling_zero_rate;long_zero_run,False
07a,154_19066155,154,19066155,52,0.8541875208541875,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07a,133_18976628,133,18976628,53,0.853687020353687,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07a,121_18902188,121,18902188,54,0.85326993660327,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07a,162_19099591,162,19099591,61,0.8486820153486819,high_rolling_chat_deficit;high_unique_deficit;long_zero_run,False
07a,108_18838113,108,18838113,63,0.8470136803470137,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07a,161_19099580,161,19099580,65,0.8455121788455123,high_interval_anomaly;high_rolling_zero_rate;long_zero_run,False
07a,142_19013373,142,19013373,67,0.8447614280947615,high_interval_anomaly;high_rolling_zero_rate;long_zero_run,False
07a,108_18836648,108,18836648,68,0.843677010343677,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,158_19085292,158,19085292,72,0.841675008341675,high_interval_anomaly;high_rolling_chat_deficit;high_rolling_zero_rate,False
07a,141_19008188,141,19008188,73,0.8414247580914247,high_interval_anomaly;high_rolling_zero_rate;long_zero_run,False
07a,161_19098177,161,19098177,75,0.8404237570904237,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,83_18703385,83,18703385,79,0.8392559225892559,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,134_18975871,134,18975871,80,0.8385051718385051,high_interval_anomaly;high_rolling_zero_rate;long_zero_run,False
07a,103_18819619,103,18819619,81,0.8378378378378378,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07a,151_19051879,151,19051879,83,0.8373373373373373,high_rolling_chat_deficit;high_unique_deficit;long_zero_run,False
07a,118_18885162,118,18885162,89,0.8298298298298299,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,160_19087560,160,19087560,92,0.828244911578245,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,169_19133951,169,19133951,93,0.8281614948281616,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07a,144_19016801,144,19016801,96,0.8259926593259926,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07a,101_18817027,101,18817027,97,0.8257424090757425,high_interval_anomaly;high_rolling_zero_rate;long_zero_run,False
07a,154_19065461,154,19065461,100,0.8242409075742408,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,170_19136674,170,19136674,9,0.9346012679346012,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07b,33_18360739,33,18360739,10,0.9344344344344344,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07b,40_18407163,40,18407163,11,0.9275108441775108,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,116_18871419,116,18871419,14,0.9250083416750084,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07b,158_19084599,158,19084599,15,0.9230063396730064,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,136_18981954,136,18981954,17,0.9132465799132464,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,167_19122020,167,19122020,19,0.9038204871538206,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07b,150_19046555,150,19046555,21,0.9022355689022352,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07b,38_18394862,38,18394862,23,0.8993159826493159,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,80_18694449,80,18694449,24,0.8945612278945613,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,163_19100676,163,19100676,25,0.8943109776443111,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,111_18851869,111,18851869,29,0.8890557223890557,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,150_19048383,150,19048383,34,0.8846346346346348,high_interval_anomaly;high_rolling_zero_rate;long_zero_run,False
07b,117_18883779,117,18883779,37,0.8787120453787121,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,116_18876545,116,18876545,39,0.8747914581247914,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07b,109_18848742,109,18848742,40,0.8731231231231232,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07b,161_19098168,161,19098168,43,0.8656990323656989,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,115_18872391,115,18872391,46,0.8642809476142809,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07b,167_19115161,167,19115161,49,0.8597764431097764,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07b,136_18984345,136,18984345,50,0.8551885218551886,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,171_19132569,171,19132569,56,0.8521021021021021,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07b,162_19099591,162,19099591,61,0.8486820153486819,high_rolling_chat_deficit;high_unique_deficit;long_zero_run,False
07b,108_18836648,108,18836648,68,0.843677010343677,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,150_19045958,150,19045958,70,0.8429262595929262,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07b,158_19085292,158,19085292,72,0.841675008341675,high_interval_anomaly;high_rolling_chat_deficit;high_rolling_zero_rate,False
07b,161_19098177,161,19098177,75,0.8404237570904237,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,83_18703385,83,18703385,79,0.8392559225892559,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,103_18819619,103,18819619,81,0.8378378378378378,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07b,115_18872600,115,18872600,84,0.8371705038371706,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07b,156_19074507,156,19074507,88,0.8305805805805805,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,118_18885162,118,18885162,89,0.8298298298298299,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,160_19087560,160,19087560,92,0.828244911578245,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,169_19133951,169,19133951,93,0.8281614948281616,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07b,144_19016801,144,19016801,96,0.8259926593259926,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07b,160_19084894,160,19084894,99,0.824657991324658,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07b,154_19065461,154,19065461,100,0.8242409075742408,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,157_19082917,157,19082917,3,0.9643810477143808,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07c,44_18425875,44,18425875,7,0.9443610276943613,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07c,138_18992913,138,18992913,8,0.9386886886886888,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07c,33_18360739,33,18360739,10,0.9344344344344344,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07c,40_18407163,40,18407163,11,0.9275108441775108,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,116_18871419,116,18871419,14,0.9250083416750084,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07c,158_19084599,158,19084599,15,0.9230063396730064,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,133_18973946,133,18973946,16,0.9150817484150816,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07c,38_18394862,38,18394862,23,0.8993159826493159,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,80_18694449,80,18694449,24,0.8945612278945613,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,163_19100676,163,19100676,25,0.8943109776443111,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,165_19116981,165,19116981,27,0.8908908908908909,high_interval_anomaly;high_rolling_zero_rate;long_zero_run,False
07c,102_18815637,102,18815637,28,0.8894728061394729,high_interval_anomaly;high_rolling_chat_deficit;high_rolling_zero_rate,False
07c,111_18851869,111,18851869,29,0.8890557223890557,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,118_18887795,118,18887795,30,0.8871371371371372,high_interval_anomaly;high_rolling_zero_rate;long_zero_run,False
07c,108_18838748,108,18838748,31,0.8863029696363031,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07c,140_18997058,140,18997058,36,0.8797964631297965,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07c,117_18883779,117,18883779,37,0.8787120453787121,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,116_18876545,116,18876545,39,0.8747914581247914,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
07c,161_19098168,161,19098168,43,0.8656990323656989,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,115_18872391,115,18872391,46,0.8642809476142809,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07c,167_19115161,167,19115161,49,0.8597764431097764,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07c,136_18984345,136,18984345,50,0.8551885218551886,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,108_18836648,108,18836648,68,0.843677010343677,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,150_19045958,150,19045958,70,0.8429262595929262,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07c,158_19085292,158,19085292,72,0.841675008341675,high_interval_anomaly;high_rolling_chat_deficit;high_rolling_zero_rate,False
07c,161_19098177,161,19098177,75,0.8404237570904237,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,104_18824610,104,18824610,78,0.839673006339673,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07c,83_18703385,83,18703385,79,0.8392559225892559,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,103_18819619,103,18819619,81,0.8378378378378378,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07c,151_19051879,151,19051879,83,0.8373373373373373,high_rolling_chat_deficit;high_unique_deficit;long_zero_run,False
07c,156_19074507,156,19074507,88,0.8305805805805805,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,118_18885162,118,18885162,89,0.8298298298298299,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,160_19087560,160,19087560,92,0.828244911578245,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,169_19133951,169,19133951,93,0.8281614948281616,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
07c,144_19016801,144,19016801,96,0.8259926593259926,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07c,160_19084894,160,19084894,99,0.824657991324658,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07c,154_19065461,154,19065461,100,0.8242409075742408,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,33_18360739,33,18360739,10,0.9344344344344344,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07d,40_18407163,40,18407163,11,0.9275108441775108,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,158_19084599,158,19084599,15,0.9230063396730064,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,38_18394862,38,18394862,23,0.8993159826493159,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,80_18694449,80,18694449,24,0.8945612278945613,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,163_19100676,163,19100676,25,0.8943109776443111,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,111_18851869,111,18851869,29,0.8890557223890557,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,117_18883779,117,18883779,37,0.8787120453787121,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,109_18848742,109,18848742,40,0.8731231231231232,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07d,161_19098168,161,19098168,43,0.8656990323656989,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,115_18872391,115,18872391,46,0.8642809476142809,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07d,136_18984345,136,18984345,50,0.8551885218551886,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,108_18836648,108,18836648,68,0.843677010343677,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,158_19085292,158,19085292,72,0.841675008341675,high_interval_anomaly;high_rolling_chat_deficit;high_rolling_zero_rate,False
07d,161_19098177,161,19098177,75,0.8404237570904237,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,104_18824610,104,18824610,78,0.839673006339673,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07d,83_18703385,83,18703385,79,0.8392559225892559,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,103_18819619,103,18819619,81,0.8378378378378378,high_chat_deficit;high_interval_anomaly;high_rolling_chat_deficit,False
07d,156_19074507,156,19074507,88,0.8305805805805805,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,118_18885162,118,18885162,89,0.8298298298298299,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,160_19087560,160,19087560,92,0.828244911578245,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07d,144_19016801,144,19016801,96,0.8259926593259926,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
07d,154_19065461,154,19065461,100,0.8242409075742408,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
